state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_and_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfeiting,arson,hurt_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,destrict,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2002,17,3,1,2,0,2,2,1,1,1,0,7,49,49,2,47,11,4,11,0,2,97,0,17,3,4,0,0,328,661,TOTAL,131,29,155,15
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2003,21,4,1,2,0,2,2,2,0,2,0,7,56,60,3,57,19,3,13,0,8,110,0,9,2,7,0,0,318,708,TOTAL,157,24,185,16
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2004,15,1,2,10,0,10,3,3,0,0,0,3,69,103,9,94,9,0,12,0,9,105,0,6,3,5,0,6,387,864,TOTAL,148,37,278,12
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2005,14,3,3,4,0,4,2,1,1,0,0,4,68,92,6,86,4,8,13,0,6,79,0,11,1,5,0,3,362,780,TOTAL,110,26,256,21
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2006,4,4,1,6,0,6,5,5,0,0,0,5,82,101,6,95,10,3,15,4,9,78,0,14,4,7,0,2,322,788,TOTAL,105,42,289,22
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2007,15,19,1,3,0,3,12,9,3,5,0,9,90,112,8,104,17,7,23,1,11,99,1,21,2,18,0,4,337,934,TOTAL,159,57,328,31
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2008,8,11,2,12,0,12,17,13,4,0,0,14,78,128,11,117,16,12,19,1,15,107,2,24,3,26,0,4,383,1039,TOTAL,162,92,348,32
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2009,15,4,4,18,0,18,16,14,2,0,0,11,86,134,10,124,11,7,20,2,12,89,1,30,7,21,0,2,451,1109,TOTAL,144,109,365,29
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2010,9,7,4,24,0,24,10,8,2,1,0,7,80,121,22,99,11,10,56,0,12,80,0,31,10,9,0,9,489,1135,TOTAL,144,106,330,66
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2011,14,6,2,13,0,13,15,12,3,1,0,1,99,88,4,84,11,3,32,0,6,81,0,15,3,5,0,6,392,909,TOTAL,133,61,277,35
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2012,15,3,0,12,0,12,8,7,1,5,0,2,71,71,0,71,8,5,31,1,4,62,2,17,4,5,0,6,351,774,TOTAL,108,59,220,37
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2014,15,3,0,10,1,11,8,5,2,6,0,3,66,62,1,63,7,5,36,2,4,58,1,13,4,4,0,8,315,713,TOTAL,102,49,201,43
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2015,14,3,0,10,2,10,7,4,2,6,0,3,58,53,0,61,6,4,41,0,4,62,0,11,1,4,0,9,320,695,TOTAL,104,42,181,45
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2016,14,2,0,10,3,10,7,3,2,8,1,5,54,53,1,53,5,2,45,0,6,60,0,11,1,3,0,11,289,659,TOTAL,102,41,175,47
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2017,14,3,0,7,3,8,6,3,2,10,0,3,51,45,1,46,4,3,53,0,5,51,0,11,4,1,1,14,277,626,TOTAL,93,38,156,56
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2018,15,2,0,6,4,9,7,2,5,10,0,1,47,43,1,41,4,2,56,0,3,42,1,11,3,1,1,16,278,611,TOTAL,86,38,143,58
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2019,16,3,1,4,4,8,6,3,5,12,0,1,45,35,1,37,4,1,71,1,2,37,2,10,3,0,2,19,267,600,TOTAL,86,36,131,73
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2020,17,4,2,3,6,10,7,4,6,14,0,2,41,27,1,33,1,1,81,0,4,35,1,8,1,0,2,22,238,571,TOTAL,85,35,118,82
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2021,17,4,1,4,8,8,7,5,6,15,0,2,36,26,0,27,2,3,95,0,3,30,1,6,2,2,4,24,233,571,TOTAL,83,40,106,98
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2022,18,4,1,3,11,8,6,6,7,17,0,1,32,25,0,25,3,3,106,0,2,28,2,4,2,1,5,30,229,579,TOTAL,89,42,100,109
ANDAMAN AND NICOBAR ISLANDS,TOTAL,2023,19,4,2,4,10,8,5,6,6,20,0,1,31,23,0,24,3,3,117,0,0,25,2,3,1,0,6,34,219,576,TOTAL,93,40,99,120
ANDHRA PRADESH,ADILABAD,2001,101,60,17,50,0,50,46,30,16,9,0,41,198,199,22,177,78,16,104,1,30,1131,16,149,34,175,0,181,1518,4449,ADILABAD,1634,504,646,121
ANDHRA PRADESH,ADILABAD,2002,100,79,17,37,0,37,42,32,10,7,0,40,193,226,32,194,80,25,135,0,38,1181,20,174,63,240,0,225,1753,4980,ADILABAD,1739,603,692,160
ANDHRA PRADESH,ADILABAD,2003,107,65,11,35,0,35,46,16,30,8,0,24,207,284,35,249,98,19,146,1,42,1194,11,141,39,238,0,248,1917,5246,ADILABAD,1769,515,807,166
ANDHRA PRADESH,ADILABAD,2004,113,83,11,50,0,50,48,42,6,4,0,9,177,256,46,210,88,34,152,5,30,1266,14,135,71,296,0,271,1898,5365,ADILABAD,1896,658,702,191
ANDHRA PRADESH,ADILABAD,2005,108,48,13,53,0,53,65,46,19,9,0,20,191,329,53,276,68,13,173,4,30,1273,21,144,77,280,0,276,1838,5480,ADILABAD,1860,674,878,190
ANDHRA PRADESH,ADILABAD,2006,99,88,14,64,0,64,96,71,25,10,0,17,228,390,64,326,102,19,194,5,34,1447,22,185,107,423,0,313,2265,6672,ADILABAD,2149,936,1035,218
ANDHRA PRADESH,ADILABAD,2007,112,61,12,46,0,46,83,72,11,4,0,9,211,481,80,401,95,15,179,2,17,1244,21,156,133,335,0,309,2160,6295,ADILABAD,1900,809,1186,196
ANDHRA PRADESH,ADILABAD,2008,73,82,14,50,0,50,41,26,15,3,0,20,248,427,56,371,100,17,135,1,45,1289,5,174,103,355,0,336,1782,5818,ADILABAD,1949,763,1125,153
ANDHRA PRADESH,ADILABAD,2009,85,39,11,67,0,67,73,56,17,6,0,20,200,351,82,269,101,11,161,7,35,1254,13,192,163,428,0,333,1762,5803,ADILABAD,1903,986,928,179
ANDHRA PRADESH,ADILABAD,2010,98,90,9,48,0,48,55,48,7,5,0,15,196,302,85,217,65,36,162,1,26,1044,18,133,155,429,0,342,1726,5360,ADILABAD,1714,879,820,199
ANDHRA PRADESH,ADILABAD,2011,109,94,8,84,0,84,77,70,7,5,0,8,230,346,96,250,85,24,175,3,33,1897,20,112,142,429,0,359,881,5628,ADILABAD,2656,941,935,202
ANDHRA PRADESH,ADILABAD,2012,81,80,14,88,0,88,82,61,21,2,0,14,240,373,104,269,56,25,216,3,35,2172,7,90,155,498,0,400,1079,6253,ADILABAD,2898,987,1002,244
ANDHRA PRADESH,ADILABAD,2013,96,72,13,61,0,61,65,47,18,2,0,14,274,377,86,291,58,93,254,1,30,2394,12,197,138,464,0,376,1390,6884,ADILABAD,3082,980,1044,348
ANDHRA PRADESH,ADILABAD,2014,78,88,15,94,0,102,85,59,22,0,0,13,260,398,105,281,46,29,255,6,36,2556,8,87,157,515,1,411,946,6653,ADILABAD,3296,1023,1057,290
ANDHRA PRADESH,ADILABAD,2014,102,74,12,64,0,67,70,50,19,1,2,14,299,375,94,299,61,100,264,1,30,2386,12,207,154,497,0,381,1558,7193,ADILABAD,3092,1051,1084,365
ANDHRA PRADESH,ADILABAD,2015,80,104,18,103,0,109,96,63,25,1,0,11,284,412,113,285,41,37,257,4,41,2993,7,84,165,532,1,419,859,7144,ADILABAD,3765,1064,1106,298
ANDHRA PRADESH,ADILABAD,2015,104,76,11,63,0,65,69,55,20,0,2,14,321,365,95,290,60,104,249,1,31,2556,13,205,162,484,0,395,1500,7310,ADILABAD,3278,1047,1087,354
ANDHRA PRADESH,ADILABAD,2016,80,116,20,116,1,124,95,63,27,0,0,9,296,424,129,293,40,46,309,5,41,2903,7,76,159,548,1,428,822,7178,ADILABAD,3710,1095,1151,360
ANDHRA PRADESH,ADILABAD,2016,111,79,12,62,1,64,73,59,20,1,2,15,313,375,87,289,64,116,257,2,34,2768,13,217,167,491,0,394,1542,7628,ADILABAD,3503,1074,1082,375
ANDHRA PRADESH,ADILABAD,2017,75,131,22,133,1,140,98,63,28,0,0,8,330,438,141,281,38,56,337,5,41,3307,7,70,155,586,2,438,704,7635,ADILABAD,4151,1157,1198,398
ANDHRA PRADESH,ADILABAD,2017,117,85,13,67,0,65,79,57,19,2,3,15,316,364,90,300,69,126,252,3,35,2899,12,202,184,495,1,377,1666,7913,ADILABAD,3639,1083,1090,381
ANDHRA PRADESH,ADILABAD,2018,71,149,25,147,0,143,110,66,30,0,0,7,355,446,146,279,35,65,356,7,38,3738,5,63,142,613,1,471,633,8141,ADILABAD,4641,1180,1233,428
ANDHRA PRADESH,ADILABAD,2018,123,89,15,70,1,68,83,60,19,2,3,16,320,368,97,306,72,125,254,2,39,2840,13,222,171,532,1,376,1732,8019,ADILABAD,3598,1138,1112,381
ANDHRA PRADESH,ADILABAD,2019,67,182,30,158,0,147,123,70,32,0,0,8,380,468,164,270,29,80,399,7,39,4701,5,58,128,651,0,520,592,9308,ADILABAD,5692,1217,1290,486
ANDHRA PRADESH,ADILABAD,2019,130,95,15,71,2,67,89,64,20,1,4,16,316,402,95,330,76,125,245,1,40,3045,12,223,185,527,1,384,1661,8242,ADILABAD,3828,1152,1164,371
ANDHRA PRADESH,ADILABAD,2020,68,205,32,169,0,163,118,76,34,1,0,8,380,504,179,263,25,97,468,6,39,5418,4,55,130,606,0,541,558,10147,ADILABAD,6462,1203,1335,571
ANDHRA PRADESH,ADILABAD,2020,122,89,14,74,3,61,86,64,22,2,5,15,329,416,87,333,78,119,251,1,40,3126,13,225,207,514,1,394,1703,8394,ADILABAD,3910,1162,1187,371
ANDHRA PRADESH,ADILABAD,2021,66,250,37,205,0,172,119,77,37,0,0,7,394,500,195,257,21,112,511,7,38,6040,3,48,129,647,0,603,456,10931,ADILABAD,7225,1281,1353,630
ANDHRA PRADESH,ADILABAD,2021,126,89,12,78,3,60,91,58,23,1,5,15,343,423,87,324,85,124,271,2,41,3276,14,231,215,499,1,385,1706,8588,ADILABAD,4065,1159,1198,397
ANDHRA PRADESH,ADILABAD,2022,66,289,42,219,0,197,118,80,35,2,0,5,410,515,210,265,18,123,560,8,37,7754,1,44,125,687,0,600,407,12817,ADILABAD,8989,1353,1407,691
ANDHRA PRADESH,ADILABAD,2022,123,85,12,78,5,61,101,61,25,1,5,16,361,473,90,331,81,116,265,2,43,3521,13,225,221,514,0,402,1672,8903,ADILABAD,4315,1178,1277,383
ANDHRA PRADESH,ADILABAD,2023,67,324,46,234,0,200,132,87,41,1,0,4,463,508,226,293,16,141,645,6,38,8382,1,41,131,705,0,660,362,13754,ADILABAD,9730,1399,1495,792
ANDHRA PRADESH,ADILABAD,2023,120,90,11,78,5,65,99,62,24,0,6,17,374,458,99,300,83,125,258,2,44,3425,15,235,221,546,0,415,1724,8901,ADILABAD,4237,1227,1254,385
ANDHRA PRADESH,ANANTAPUR,2001,151,125,1,23,0,23,53,30,23,8,0,16,191,366,57,309,168,11,65,8,69,1543,7,118,24,154,0,270,754,4567,ANANTAPUR,2288,379,947,84
ANDHRA PRADESH,ANANTAPUR,2002,166,113,7,28,0,28,65,49,16,13,0,21,196,356,59,297,135,37,109,5,57,1752,9,179,37,151,0,312,719,4916,ANANTAPUR,2522,481,942,151
ANDHRA PRADESH,ANANTAPUR,2003,173,115,9,19,0,19,60,45,15,4,0,17,190,358,90,268,144,33,84,10,40,1873,4,224,45,146,0,306,728,5019,ANANTAPUR,2643,502,927,127
ANDHRA PRADESH,ANANTAPUR,2004,152,79,5,20,0,20,51,31,20,8,0,35,208,442,199,243,143,24,119,2,51,1142,11,196,50,147,0,299,1112,4809,ANANTAPUR,1851,475,1135,145
ANDHRA PRADESH,ANANTAPUR,2005,172,125,3,16,0,16,60,30,30,17,0,21,178,439,203,236,102,15,96,7,59,1007,12,173,57,137,0,349,1500,5060,ANANTAPUR,1786,441,1094,118
ANDHRA PRADESH,ANANTAPUR,2006,184,116,0,16,0,16,67,32,35,13,0,28,223,516,258,258,176,8,86,18,41,1132,16,187,11,189,0,396,1667,5689,ANANTAPUR,2036,467,1296,112
ANDHRA PRADESH,ANANTAPUR,2007,149,85,3,31,0,31,87,35,52,10,0,20,203,603,76,527,85,13,125,17,8,1073,14,176,194,0,0,398,1888,5903,ANANTAPUR,1838,481,1439,155
ANDHRA PRADESH,ANANTAPUR,2008,154,80,4,37,0,37,90,36,54,10,0,20,222,496,187,309,51,24,108,15,0,1050,12,133,132,0,0,334,2762,6357,ANANTAPUR,1722,387,1244,147
ANDHRA PRADESH,ANANTAPUR,2009,140,78,4,22,0,22,68,60,8,9,0,24,176,547,47,500,98,24,104,26,22,1049,14,157,13,143,0,649,1814,5818,ANANTAPUR,2054,431,1303,154
ANDHRA PRADESH,ANANTAPUR,2010,137,101,7,20,0,20,81,60,21,18,0,21,291,730,230,500,65,23,226,2,35,2066,20,132,35,250,0,574,1020,6685,ANANTAPUR,2990,537,1790,251
ANDHRA PRADESH,ANANTAPUR,2011,171,108,5,16,0,16,83,83,0,13,0,15,247,645,175,470,85,16,155,1,38,1977,36,156,16,198,0,595,854,6174,ANANTAPUR,2993,521,1565,172
ANDHRA PRADESH,ANANTAPUR,2012,173,123,3,18,0,18,74,63,11,14,1,6,211,581,155,426,41,12,168,3,24,2018,19,195,8,130,0,576,1043,6114,ANANTAPUR,2971,451,1394,183
ANDHRA PRADESH,ANANTAPUR,2013,156,149,3,28,0,28,110,84,26,5,0,23,279,597,154,443,56,5,160,5,29,2537,23,337,43,161,0,573,1634,7648,ANANTAPUR,3525,704,1501,170
ANDHRA PRADESH,ANANTAPUR,2014,183,149,3,16,0,18,73,64,12,17,1,5,222,577,175,414,36,12,199,3,26,2317,20,234,7,122,1,593,929,6428,ANANTAPUR,3317,482,1411,214
ANDHRA PRADESH,ANANTAPUR,2014,146,159,4,28,1,30,100,87,27,5,0,24,276,611,147,478,61,5,165,7,33,2782,25,353,45,158,1,560,1718,8036,ANANTAPUR,3765,728,1541,177
ANDHRA PRADESH,ANANTAPUR,2015,198,176,4,15,1,16,78,65,12,21,1,3,232,585,204,383,32,11,216,1,29,2744,22,240,6,111,4,619,774,6803,ANANTAPUR,3810,480,1429,228
ANDHRA PRADESH,ANANTAPUR,2015,142,154,3,28,2,30,112,85,28,6,0,23,297,645,159,521,66,5,175,8,34,3054,26,371,49,171,5,565,1611,8375,ANANTAPUR,4038,767,1651,188
ANDHRA PRADESH,ANANTAPUR,2016,225,210,5,14,0,16,82,60,13,26,0,2,238,593,241,354,30,11,261,0,30,3192,27,292,6,109,5,596,710,7348,ANANTAPUR,4299,529,1454,272
ANDHRA PRADESH,ANANTAPUR,2016,139,164,3,29,3,31,115,79,27,7,0,24,305,638,166,589,69,5,170,7,33,2940,26,349,51,172,6,539,1591,8277,ANANTAPUR,3909,746,1729,182
ANDHRA PRADESH,ANANTAPUR,2017,237,263,4,13,1,16,83,60,14,31,0,3,281,574,285,336,27,9,306,1,32,3717,30,320,6,105,6,567,662,7989,ANANTAPUR,4858,557,1510,316
ANDHRA PRADESH,ANANTAPUR,2017,151,164,4,30,2,32,120,82,28,6,0,24,306,600,170,641,69,6,169,8,32,3047,26,362,58,167,7,557,1628,8496,ANANTAPUR,4048,766,1747,183
ANDHRA PRADESH,ANANTAPUR,2018,241,299,3,11,0,15,83,65,14,35,0,2,307,595,322,322,29,9,364,1,33,4210,33,369,5,105,5,545,575,8597,ANANTAPUR,5371,608,1583,374
ANDHRA PRADESH,ANANTAPUR,2018,158,184,3,32,4,36,126,85,27,4,2,26,328,652,176,658,72,5,173,9,33,2896,25,391,56,178,8,613,1710,8670,ANANTAPUR,3983,815,1846,187
ANDHRA PRADESH,ANANTAPUR,2019,251,326,3,12,0,14,83,66,14,40,0,1,327,627,383,305,23,7,437,2,34,5065,37,396,4,101,4,474,575,9611,ANANTAPUR,6191,634,1683,446
ANDHRA PRADESH,ANANTAPUR,2019,162,167,3,33,4,38,135,83,28,5,0,27,319,589,165,696,80,5,184,10,32,2771,26,414,60,181,9,631,1596,8453,ANANTAPUR,3873,848,1801,199
ANDHRA PRADESH,ANANTAPUR,2020,280,393,3,11,0,12,88,68,16,47,0,1,322,621,460,302,21,7,507,3,38,5600,42,401,5,97,4,463,464,10276,ANANTAPUR,6813,640,1753,517
ANDHRA PRADESH,ANANTAPUR,2020,157,167,2,36,3,38,141,80,28,5,0,30,348,611,178,686,79,5,192,11,30,2807,26,439,59,176,10,670,1639,8653,ANANTAPUR,3944,867,1858,208
ANDHRA PRADESH,ANANTAPUR,2021,292,465,4,11,0,13,91,74,17,54,0,2,385,589,550,284,18,7,582,4,41,5974,44,419,4,96,4,475,398,10897,ANANTAPUR,7283,665,1864,593
ANDHRA PRADESH,ANANTAPUR,2021,174,174,3,37,1,38,147,72,29,3,0,31,365,622,184,665,82,6,199,9,33,2818,27,450,58,177,9,736,1529,8678,ANANTAPUR,4051,869,1870,214
ANDHRA PRADESH,ANANTAPUR,2022,306,517,4,11,1,12,98,73,19,69,0,1,386,619,664,303,17,7,663,3,40,7016,50,489,4,88,3,416,381,12260,ANANTAPUR,8337,731,2042,673
ANDHRA PRADESH,ANANTAPUR,2022,187,184,1,40,0,34,150,74,32,3,0,33,406,638,194,701,88,7,212,8,34,2641,28,466,60,173,8,784,1593,8779,ANANTAPUR,3953,883,1975,227
ANDHRA PRADESH,ANANTAPUR,2023,341,604,3,11,2,15,96,68,21,79,0,1,407,659,822,307,16,6,763,2,41,7816,54,505,3,80,3,382,354,13461,ANANTAPUR,9227,741,2275,771
ANDHRA PRADESH,ANANTAPUR,2023,179,185,0,42,0,35,149,77,33,4,0,34,439,639,192,689,85,7,241,9,36,2508,29,438,62,175,9,826,1653,8775,ANANTAPUR,3854,867,1997,257
ANDHRA PRADESH,CHITTOOR,2001,101,57,2,27,0,27,59,34,25,4,0,14,237,723,164,559,156,33,209,9,38,2088,14,112,83,186,0,404,1262,6627,CHITTOOR,2849,483,1701,251
ANDHRA PRADESH,CHITTOOR,2002,105,66,5,28,0,28,67,39,28,4,0,14,208,832,200,632,71,57,172,1,43,999,16,126,40,188,0,476,2788,7233,CHITTOOR,1766,465,1890,230
ANDHRA PRADESH,CHITTOOR,2003,109,80,1,36,0,36,90,34,56,5,0,18,304,901,142,759,66,47,292,22,27,1049,23,121,173,60,0,522,2678,7651,CHITTOOR,1886,483,2129,361
ANDHRA PRADESH,CHITTOOR,2004,105,52,1,28,0,28,69,27,42,8,0,17,337,1055,221,834,82,26,267,3,30,1065,22,116,197,234,0,2058,1188,8112,CHITTOOR,3413,652,2472,296
ANDHRA PRADESH,CHITTOOR,2005,105,40,0,35,0,35,72,58,14,9,0,24,281,1269,87,1182,87,32,222,10,30,891,9,91,223,202,0,541,2573,8122,CHITTOOR,1708,653,2852,264
ANDHRA PRADESH,CHITTOOR,2006,126,59,1,31,0,31,65,37,28,13,0,19,238,1037,194,843,95,29,181,48,22,996,18,123,190,249,0,563,2337,7573,CHITTOOR,1889,679,2344,258
ANDHRA PRADESH,CHITTOOR,2007,129,72,2,31,0,31,102,47,55,27,0,25,217,1134,302,832,74,26,248,5,48,1101,25,118,197,395,0,620,2499,8362,CHITTOOR,2054,844,2537,279
ANDHRA PRADESH,CHITTOOR,2008,123,65,7,30,0,30,84,57,27,6,0,20,260,1321,420,901,64,29,295,20,33,1017,26,104,250,288,0,730,2535,8742,CHITTOOR,2062,785,2928,344
ANDHRA PRADESH,CHITTOOR,2009,85,68,2,33,0,33,74,46,28,4,0,17,251,1208,521,687,104,25,276,32,45,1040,19,120,268,333,0,682,2582,8583,CHITTOOR,2033,852,2688,333
ANDHRA PRADESH,CHITTOOR,2010,100,50,1,44,0,44,85,56,29,8,0,12,149,484,116,368,58,16,152,7,19,827,32,136,121,388,0,552,1977,5831,CHITTOOR,1664,821,1137,175
ANDHRA PRADESH,CHITTOOR,2011,91,55,5,17,0,17,84,47,37,5,0,17,159,612,245,367,84,21,163,10,57,1848,25,124,168,421,0,500,758,5937,CHITTOOR,2625,819,1405,194
ANDHRA PRADESH,CHITTOOR,2012,91,75,5,28,0,28,56,49,7,3,0,10,136,501,208,293,32,9,217,4,27,622,33,90,269,339,0,520,1398,5050,CHITTOOR,1406,836,1151,230
ANDHRA PRADESH,CHITTOOR,2013,72,61,2,31,0,31,52,27,25,3,0,11,157,512,158,354,57,17,238,6,18,937,13,119,84,435,0,546,2239,6205,CHITTOOR,1719,740,1195,261
ANDHRA PRADESH,CHITTOOR,2014,93,79,6,25,2,27,57,51,7,2,0,8,125,426,185,275,31,9,193,3,26,601,38,84,282,320,0,474,1114,4543,CHITTOOR,1347,829,1021,205
ANDHRA PRADESH,CHITTOOR,2014,74,68,2,31,0,32,52,26,28,5,0,11,154,515,161,392,58,19,239,8,19,1006,13,133,88,497,0,575,2253,6459,CHITTOOR,1827,820,1238,266
ANDHRA PRADESH,CHITTOOR,2015,96,77,6,23,0,25,52,58,6,2,0,7,120,416,159,225,30,9,172,2,24,569,45,76,278,347,1,391,1074,4290,CHITTOOR,1237,853,929,183
ANDHRA PRADESH,CHITTOOR,2015,76,69,4,31,0,32,56,28,29,6,0,11,162,488,155,409,59,21,248,8,19,943,13,127,87,507,0,592,2419,6599,CHITTOOR,1787,825,1231,277
ANDHRA PRADESH,CHITTOOR,2016,105,81,6,22,0,24,50,60,5,3,2,7,121,326,151,188,26,8,169,1,19,516,49,71,269,354,1,340,930,3904,CHITTOOR,1145,850,798,178
ANDHRA PRADESH,CHITTOOR,2016,78,68,5,34,0,32,57,25,31,6,0,12,171,512,153,410,61,21,259,8,20,1010,13,124,79,509,0,621,2484,6803,CHITTOOR,1890,816,1264,288
ANDHRA PRADESH,CHITTOOR,2017,105,84,7,19,0,24,43,62,6,2,2,6,107,279,139,181,23,8,154,2,17,467,54,71,283,343,2,324,769,3583,CHITTOOR,1083,858,716,164
ANDHRA PRADESH,CHITTOOR,2017,72,69,4,37,0,32,61,27,32,6,0,13,168,522,153,468,64,24,281,8,22,1023,14,115,81,527,0,611,2269,6703,CHITTOOR,1894,833,1330,313
ANDHRA PRADESH,CHITTOOR,2018,106,83,8,17,0,21,41,63,7,1,0,6,95,234,111,172,21,6,150,1,14,445,62,56,268,344,3,319,702,3356,CHITTOOR,1061,834,619,157
ANDHRA PRADESH,CHITTOOR,2018,80,78,6,41,0,37,69,27,34,6,1,14,176,574,163,471,62,25,288,9,22,1040,13,126,81,520,0,636,2446,7045,CHITTOOR,1956,845,1405,322
ANDHRA PRADESH,CHITTOOR,2019,107,90,8,16,2,20,37,67,7,1,1,7,90,217,100,164,19,5,142,0,12,363,69,50,263,330,4,278,615,3084,CHITTOOR,950,821,580,147
ANDHRA PRADESH,CHITTOOR,2019,89,75,4,42,0,38,71,30,36,7,2,14,166,580,165,508,58,27,310,9,21,1098,13,130,85,525,0,683,2532,7318,CHITTOOR,2062,863,1442,346
ANDHRA PRADESH,CHITTOOR,2020,108,96,8,14,2,19,33,68,5,0,2,6,77,188,90,145,18,6,126,2,10,336,75,48,278,341,3,266,603,2973,CHITTOOR,921,848,508,134
ANDHRA PRADESH,CHITTOOR,2020,91,76,4,42,1,39,77,32,36,7,3,13,171,602,169,526,58,28,326,9,21,958,12,133,87,543,0,691,2524,7279,CHITTOOR,1932,889,1491,363
ANDHRA PRADESH,CHITTOOR,2021,104,94,9,12,1,19,34,72,5,0,1,4,68,173,69,136,17,7,114,1,9,331,88,41,289,343,3,237,533,2814,CHITTOOR,892,868,451,122
ANDHRA PRADESH,CHITTOOR,2021,93,73,4,39,2,36,79,35,40,7,3,13,180,608,169,517,62,29,358,9,19,976,13,135,85,579,2,718,2476,7359,CHITTOOR,1978,926,1497,396
ANDHRA PRADESH,CHITTOOR,2022,106,95,11,12,1,18,33,74,3,0,3,3,58,144,63,118,15,7,103,0,9,300,113,39,282,352,4,229,490,2685,CHITTOOR,881,895,389,110
ANDHRA PRADESH,CHITTOOR,2022,89,75,3,42,2,36,77,32,42,9,1,13,197,641,171,531,69,30,337,10,17,988,15,137,88,604,2,788,2600,7646,CHITTOOR,2069,958,1563,377
ANDHRA PRADESH,CHITTOOR,2023,111,98,12,11,1,18,31,79,2,0,3,2,52,144,62,114,13,6,95,0,9,254,129,35,232,352,4,212,443,2524,CHITTOOR,840,861,377,101
ANDHRA PRADESH,CHITTOOR,2023,97,75,3,43,3,37,89,34,43,10,0,13,198,669,171,578,72,29,348,10,18,1019,16,130,97,568,4,765,2634,7773,CHITTOOR,2090,932,1639,387
ANDHRA PRADESH,CUDDAPAH,2001,80,53,1,20,0,20,25,20,5,1,0,4,98,173,36,137,164,12,37,2,23,795,17,126,38,57,0,233,1181,3358,CUDDAPAH,1363,298,449,51
ANDHRA PRADESH,CUDDAPAH,2002,91,0,9,16,0,16,27,22,5,1,0,11,84,205,47,158,92,14,52,3,20,788,21,100,36,63,0,275,1416,3572,CUDDAPAH,1292,274,506,69
ANDHRA PRADESH,CUDDAPAH,2003,95,7,4,10,0,10,37,28,9,4,0,9,109,199,33,166,74,17,65,8,35,815,5,104,31,60,0,267,1492,3693,CUDDAPAH,1277,248,520,90
ANDHRA PRADESH,CUDDAPAH,2004,96,58,0,14,0,14,39,31,8,3,0,5,111,275,68,207,74,16,120,1,37,1153,7,118,49,120,0,317,1494,4435,CUDDAPAH,1719,353,669,137
ANDHRA PRADESH,CUDDAPAH,2005,96,0,0,21,0,21,36,31,5,9,0,11,152,297,79,218,66,21,114,7,34,783,7,116,18,95,0,343,1846,4426,CUDDAPAH,1316,309,766,142
ANDHRA PRADESH,CUDDAPAH,2006,98,0,3,25,0,25,68,51,17,4,0,15,157,377,84,293,148,19,184,6,32,985,10,130,84,199,0,422,2332,5768,CUDDAPAH,1691,524,930,209
ANDHRA PRADESH,CUDDAPAH,2007,96,47,3,32,0,32,76,68,8,4,0,8,163,420,106,314,85,30,221,4,29,982,8,139,94,242,0,467,2350,6028,CUDDAPAH,1720,615,1015,255
ANDHRA PRADESH,CUDDAPAH,2008,114,94,5,27,0,27,76,64,12,2,0,12,149,537,151,386,143,28,248,3,11,1149,11,212,37,267,0,496,2984,7245,CUDDAPAH,2039,645,1237,279
ANDHRA PRADESH,CUDDAPAH,2009,93,44,0,27,0,27,57,47,10,2,0,9,103,460,144,316,162,30,206,5,44,1061,17,165,52,124,0,522,2327,6054,CUDDAPAH,1926,459,1034,241
ANDHRA PRADESH,CUDDAPAH,2010,99,40,5,39,0,39,63,51,12,2,0,9,144,488,133,355,99,37,152,4,37,1385,15,137,45,321,0,484,2089,6284,CUDDAPAH,2166,647,1131,193
ANDHRA PRADESH,CUDDAPAH,2011,120,67,6,41,0,41,73,65,8,3,0,4,143,586,248,338,105,36,163,5,29,2050,15,144,17,122,0,489,1122,6040,CUDDAPAH,2893,445,1322,204
