,report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
200,201,2020-11-01 23:00:00,2020-01-09 08:00:00,10-01-20 4:27,Srinagar,365,COUNTERFEITING,27,F,Blunt Object,Other Crime,8,Yes,2020-05-02 23:00:00,1,-183.0,Young Adult
202,203,2020-10-01 04:00:00,2020-01-09 10:00:00,09-01-20 12:58,Mumbai,257,DRUG OFFENSE,34,F,Blunt Object,Other Crime,2,Yes,2020-03-15 04:00:00,1,-200.0,Adult
203,204,2020-11-01 16:00:00,2020-01-09 11:00:00,09-01-20 13:00,Lucknow,427,KIDNAPPING,16,F,Firearm,Other Crime,5,Yes,2020-03-14 16:00:00,1,-232.0,Minor
204,205,2020-11-01 04:00:00,2020-01-09 12:00:00,10-01-20 2:34,Hyderabad,340,SHOPLIFTING,59,F,Other,Other Crime,13,Yes,2020-03-03 04:00:00,1,-243.0,Middle Aged
205,206,2020-09-01 22:00:00,2020-01-09 13:00:00,09-01-20 23:51,Thane,246,VEHICLE - STOLEN,44,F,UNKNOWN,Violent Crime,7,Yes,2020-02-29 22:00:00,1,-185.0,Adult
206,207,2020-11-01 08:00:00,2020-01-09 14:00:00,10-01-20 12:37,Bangalore,376,COUNTERFEITING,21,F,Blunt Object,Other Crime,3,Yes,2020-10-02 08:00:00,1,-30.0,Young Adult
208,209,2020-10-01 11:00:00,2020-01-09 16:00:00,09-01-20 17:29,Hyderabad,257,EXTORTION,41,F,Explosives,Other Crime,17,No,,0,,Adult
209,210,2020-12-01 03:00:00,2020-01-09 17:00:00,10-01-20 6:07,Kolkata,573,PUBLIC INTOXICATION,43,F,Knife,Other Crime,18,Yes,2020-01-14 03:00:00,1,-322.0,Adult
212,213,2020-11-01 23:00:00,2020-01-09 20:00:00,10-01-20 7:00,Kolkata,598,IDENTITY THEFT,19,F,Firearm,Violent Crime,6,Yes,2020-01-21 23:00:00,1,-285.0,Young Adult
215,216,2020-10-01 16:00:00,2020-01-09 23:00:00,10-01-20 9:23,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,,0,,Minor
217,218,2020-11-01 15:00:00,2020-01-10 01:00:00,10-01-20 23:36,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,,0,,Middle Aged
219,220,2020-12-01 11:00:00,2020-01-10 03:00:00,10-01-20 17:27,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,,0,,Senior
220,221,2020-10-01 23:00:00,2020-01-10 04:00:00,11-01-20 3:16,Kolkata,218,VEHICLE - STOLEN,24,F,UNKNOWN,Violent Crime,1,Yes,2020-02-15 23:00:00,1,-229.0,Young Adult
221,222,2020-11-01 08:00:00,2020-01-10 05:00:00,10-01-20 5:29,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,2020-01-22 08:00:00,1,-284.0,Senior
222,223,2020-11-01 21:00:00,2020-01-10 06:00:00,10-01-20 19:37,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,,0,,Middle Aged
223,224,2020-12-01 21:00:00,2020-01-10 07:00:00,10-01-20 23:31,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,2020-01-05 21:00:00,1,-331.0,Middle Aged
224,225,2020-10-01 19:00:00,2020-01-10 08:00:00,11-01-20 0:10,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,2020-01-04 19:00:00,1,-271.0,Adult
225,226,2020-10-01 15:00:00,2020-01-10 09:00:00,10-01-20 15:46,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,,0,,Middle Aged
226,227,2020-12-01 16:00:00,2020-01-10 10:00:00,10-01-20 23:35,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,2020-03-16 16:00:00,1,-260.0,Adult
227,228,2020-10-01 16:00:00,2020-01-10 11:00:00,11-01-20 1:56,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,,0,,Senior
228,229,2020-01-13 05:00:00,2020-01-10 12:00:00,11-01-20 4:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,2020-02-25 05:00:00,1,43.0,Senior
231,232,2020-12-01 15:00:00,2020-01-10 15:00:00,11-01-20 4:38,Patna,547,ARSON,32,F,UNKNOWN,Fire Accident,12,Yes,2020-02-15 15:00:00,1,-290.0,Adult
232,233,2020-12-01 17:00:00,2020-01-10 16:00:00,10-01-20 19:09,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,,0,,Minor
234,235,2020-12-01 21:00:00,2020-01-10 18:00:00,10-01-20 20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,2020-01-14 21:00:00,1,-322.0,Young Adult
239,240,2020-11-01 11:00:00,2020-01-10 23:00:00,11-01-20 11:41,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,,0,,Middle Aged
240,241,2020-12-01 14:00:00,2020-01-11 00:00:00,11-01-20 0:34,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,,0,,Adult
241,242,2020-11-01 08:00:00,2020-01-11 01:00:00,11-01-20 3:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,2020-12-02 08:00:00,1,31.0,Middle Aged
242,243,2020-12-01 01:00:00,2020-01-11 02:00:00,11-01-20 11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,2020-06-04 01:00:00,1,-180.0,Middle Aged
243,244,2020-01-13 22:00:00,2020-01-11 03:00:00,11-01-20 10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,2020-08-21 22:00:00,1,221.0,Young Adult
244,245,2020-01-13 00:00:00,2020-01-11 04:00:00,11-01-20 14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,2020-06-27 00:00:00,1,166.0,Middle Aged
245,246,2020-11-01 21:00:00,2020-01-11 05:00:00,11-01-20 17:14,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,,0,,Senior
246,247,2020-01-13 11:00:00,2020-01-11 06:00:00,11-01-20 8:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,2020-03-24 11:00:00,1,71.0,Adult
247,248,2020-01-14 03:00:00,2020-01-11 07:00:00,11-01-20 20:32,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,2020-02-28 03:00:00,1,45.0,Senior
248,249,2020-01-13 23:00:00,2020-01-11 08:00:00,12-01-20 7:14,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,2020-03-26 23:00:00,1,73.0,Senior
249,250,2020-01-13 22:00:00,2020-01-11 09:00:00,11-01-20 21:57,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,2020-01-23 22:00:00,1,10.0,Minor
250,251,2020-01-14 07:00:00,2020-01-11 10:00:00,12-01-20 2:39,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,,0,,Adult
251,252,2020-01-13 05:00:00,2020-01-11 11:00:00,11-01-20 15:11,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,2020-03-31 05:00:00,1,78.0,Senior
257,258,2020-11-01 19:00:00,2020-01-11 17:00:00,11-01-20 17:21,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,,0,,Young Adult
259,260,2020-01-13 07:00:00,2020-01-11 19:00:00,12-01-20 8:18,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,,0,,Middle Aged
260,261,2020-12-01 20:00:00,2020-01-11 20:00:00,12-01-20 1:13,Chennai,542,BURGLARY,11,F,UNKNOWN,Other Crime,7,Yes,2020-05-28 20:00:00,1,-187.0,Minor
262,263,2020-12-01 20:00:00,2020-01-11 22:00:00,12-01-20 8:50,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,,0,,Middle Aged
263,264,2020-01-13 22:00:00,2020-01-11 23:00:00,12-01-20 22:04,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,2020-12-18 22:00:00,1,340.0,Senior
264,265,2020-12-01 17:00:00,2020-01-12 00:00:00,12-01-20 19:08,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,2020-02-21 17:00:00,1,-284.0,Senior
265,266,2020-12-01 12:00:00,2020-01-12 01:00:00,12-01-20 3:39,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,,0,,Minor
266,267,2020-01-13 16:00:00,2020-01-12 02:00:00,12-01-20 8:13,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,,0,,Senior
267,268,2020-01-14 10:00:00,2020-01-12 03:00:00,12-01-20 23:31,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,2020-01-24 10:00:00,1,10.0,Minor
271,272,2020-01-14 20:00:00,2020-01-12 07:00:00,12-01-20 23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,2020-06-02 20:00:00,1,140.0,Adult
273,274,2020-01-14 04:00:00,2020-01-12 09:00:00,12-01-20 14:37,Bangalore,515,VEHICLE - STOLEN,56,F,UNKNOWN,Violent Crime,6,No,,0,,Middle Aged
276,277,2020-12-01 23:00:00,2020-01-12 12:00:00,13-01-20 10:15,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,,0,,Minor
277,278,2020-01-15 05:00:00,2020-01-12 13:00:00,12-01-20 13:29,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,,0,,Adult
279,280,2020-01-13 05:00:00,2020-01-12 15:00:00,13-01-20 4:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,2020-07-04 05:00:00,1,173.0,Adult
280,281,2020-01-15 11:00:00,2020-01-12 16:00:00,13-01-20 10:14,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,,0,,Minor
281,282,2020-01-13 12:00:00,2020-01-12 17:00:00,13-01-20 0:49,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,2020-03-14 12:00:00,1,61.0,Senior
282,283,2020-01-13 03:00:00,2020-01-12 18:00:00,13-01-20 1:20,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,,0,,Middle Aged
283,284,2020-01-14 19:00:00,2020-01-12 19:00:00,13-01-20 3:34,Mumbai,481,ARSON,55,F,UNKNOWN,Fire Accident,5,Yes,2020-03-28 19:00:00,1,74.0,Middle Aged
284,285,2020-01-14 12:00:00,2020-01-12 20:00:00,13-01-20 15:38,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,,0,,Senior
286,287,2020-01-13 00:00:00,2020-01-12 22:00:00,13-01-20 16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,2020-01-02 00:00:00,1,-11.0,Minor
287,288,2020-01-14 15:00:00,2020-01-12 23:00:00,13-01-20 1:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,2020-03-29 15:00:00,1,75.0,Young Adult
288,289,2020-01-14 08:00:00,2020-01-13 00:00:00,13-01-20 15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,2020-01-25 08:00:00,1,11.0,Young Adult
289,290,2020-01-15 11:00:00,2020-01-13 01:00:00,13-01-20 10:14,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,,0,,Young Adult
290,291,2020-01-13 23:00:00,2020-01-13 02:00:00,13-01-20 8:25,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,,0,,Senior
291,292,2020-01-15 23:00:00,2020-01-13 03:00:00,13-01-20 20:23,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,,0,,Adult
293,294,2020-01-14 17:00:00,2020-01-13 05:00:00,13-01-20 10:55,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,2020-07-02 17:00:00,1,170.0,Middle Aged
298,299,2020-01-15 07:00:00,2020-01-13 10:00:00,14-01-20 4:55,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,,0,,Adult
299,300,2020-01-15 07:00:00,2020-01-13 11:00:00,14-01-20 4:57,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,2020-05-04 07:00:00,1,110.0,Middle Aged
301,302,2020-01-16 01:00:00,2020-01-13 13:00:00,14-01-20 0:49,Chennai,206,ARSON,59,F,UNKNOWN,Fire Accident,12,Yes,2020-09-04 01:00:00,1,232.0,Middle Aged
302,303,2020-01-13 16:00:00,2020-01-13 14:00:00,13-01-20 21:22,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,,0,,Minor
303,304,2020-01-15 00:00:00,2020-01-13 15:00:00,13-01-20 20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,UNKNOWN,Other Crime,11,Yes,2020-01-17 00:00:00,1,2.0,Young Adult
304,305,2020-01-13 22:00:00,2020-01-13 16:00:00,13-01-20 16:47,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,2020-01-21 22:00:00,1,8.0,Minor
306,307,2020-01-14 01:00:00,2020-01-13 18:00:00,13-01-20 22:40,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,2020-01-15 01:00:00,1,1.0,Middle Aged
307,308,2020-01-15 03:00:00,2020-01-13 19:00:00,14-01-20 7:24,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,No,,0,,Senior
309,310,2020-01-15 17:00:00,2020-01-13 21:00:00,14-01-20 16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,2020-01-30 17:00:00,1,15.0,Adult
310,311,2020-01-16 17:00:00,2020-01-13 22:00:00,14-01-20 16:21,Delhi,395,DRUG OFFENSE,29,F,UNKNOWN,Other Crime,6,Yes,2020-04-04 17:00:00,1,79.0,Young Adult
311,312,2020-01-15 22:00:00,2020-01-13 23:00:00,14-01-20 12:22,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,No,,0,,Adult
312,313,2020-01-15 00:00:00,2020-01-14 00:00:00,14-01-20 16:05,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,No,,0,,Adult
313,314,2020-01-15 01:00:00,2020-01-14 01:00:00,14-01-20 4:12,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,No,,0,,Young Adult
316,317,2020-01-14 13:00:00,2020-01-14 04:00:00,14-01-20 12:47,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,2020-01-23 13:00:00,1,9.0,Adult
318,319,2020-01-15 10:00:00,2020-01-14 06:00:00,14-01-20 13:56,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,,0,,Senior
322,323,2020-01-15 14:00:00,2020-01-14 10:00:00,14-01-20 21:12,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,,0,,Senior
324,325,2020-01-17 07:00:00,2020-01-14 12:00:00,14-01-20 20:43,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,2020-01-31 07:00:00,1,14.0,Senior
325,326,2020-01-17 07:00:00,2020-01-14 13:00:00,15-01-20 5:46,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,,0,,Adult
326,327,2020-01-16 01:00:00,2020-01-14 14:00:00,15-01-20 12:44,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,,0,,Middle Aged
329,330,2020-01-17 16:00:00,2020-01-14 17:00:00,15-01-20 16:31,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,2020-02-23 16:00:00,1,37.0,Adult
330,331,2020-01-16 00:00:00,2020-01-14 18:00:00,15-01-20 13:53,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,2020-03-25 00:00:00,1,69.0,Minor
334,335,2020-01-16 01:00:00,2020-01-14 22:00:00,15-01-20 21:18,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,,0,,Senior
335,336,2020-01-15 02:00:00,2020-01-14 23:00:00,15-01-20 20:02,Ahmedabad,359,SHOPLIFTING,40,F,UNKNOWN,Other Crime,5,Yes,2020-12-02 02:00:00,1,322.0,Adult
336,337,2020-01-15 19:00:00,2020-01-15 00:00:00,15-01-20 15:06,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,,0,,Middle Aged
338,339,2020-01-16 06:00:00,2020-01-15 02:00:00,15-01-20 10:01,Kanpur,419,DOMESTIC VIOLENCE,64,F,UNKNOWN,Violent Crime,6,Yes,2020-03-16 06:00:00,1,60.0,Senior
339,340,2020-01-15 20:00:00,2020-01-15 03:00:00,15-01-20 17:40,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,2020-07-02 20:00:00,1,169.0,Adult
340,341,2020-01-17 08:00:00,2020-01-15 04:00:00,15-01-20 16:24,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,2020-07-13 08:00:00,1,178.0,Minor
341,342,2020-01-15 07:00:00,2020-01-15 05:00:00,16-01-20 4:41,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,,0,,Young Adult
343,344,2020-01-16 06:00:00,2020-01-15 07:00:00,15-01-20 7:58,Ghaziabad,559,ASSAULT,48,F,UNKNOWN,Violent Crime,3,Yes,2020-12-04 06:00:00,1,323.0,Middle Aged
344,345,2020-01-15 14:00:00,2020-01-15 08:00:00,15-01-20 10:55,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,,0,,Middle Aged
346,347,2020-01-17 10:00:00,2020-01-15 10:00:00,16-01-20 9:08,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,,0,,Senior
348,349,2020-01-17 15:00:00,2020-01-15 12:00:00,16-01-20 9:42,Lucknow,343,TRAFFIC VIOLATION,17,F,UNKNOWN,Traffic Fatality,19,No,,0,,Minor
349,350,2020-01-16 10:00:00,2020-01-15 13:00:00,15-01-20 18:19,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,2020-09-02 10:00:00,1,230.0,Middle Aged
350,351,2020-01-18 01:00:00,2020-01-15 14:00:00,16-01-20 5:48,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,,0,,Senior
351,352,2020-01-15 19:00:00,2020-01-15 15:00:00,16-01-20 1:58,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,2020-02-25 19:00:00,1,41.0,Adult
352,353,2020-01-16 09:00:00,2020-01-15 16:00:00,16-01-20 9:30,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,2020-07-03 09:00:00,1,169.0,Senior
353,354,2020-01-16 12:00:00,2020-01-15 17:00:00,16-01-20 5:24,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,2020-03-20 12:00:00,1,64.0,Senior
354,355,2020-01-16 19:00:00,2020-01-15 18:00:00,16-01-20 0:09,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,No,,0,,Middle Aged
355,356,2020-01-18 02:00:00,2020-01-15 19:00:00,15-01-20 21:21,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,No,,0,,Young Adult
357,358,2020-01-17 22:00:00,2020-01-15 21:00:00,16-01-20 9:44,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,No,,0,,Minor
358,359,2020-01-16 20:00:00,2020-01-15 22:00:00,16-01-20 18:11,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,2020-04-03 20:00:00,1,78.0,Adult
359,360,2020-01-17 03:00:00,2020-01-15 23:00:00,16-01-20 4:29,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,2020-12-04 03:00:00,1,322.0,Minor
361,362,2020-01-17 17:00:00,2020-01-16 01:00:00,16-01-20 16:35,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,2020-04-02 17:00:00,1,76.0,Young Adult
362,363,2020-01-17 18:00:00,2020-01-16 02:00:00,16-01-20 13:30,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,No,,0,,Middle Aged
363,364,2020-01-17 04:00:00,2020-01-16 03:00:00,16-01-20 12:08,Nagpur,583,KIDNAPPING,11,F,UNKNOWN,Other Crime,16,No,,0,,Minor
364,365,2020-01-19 02:00:00,2020-01-16 04:00:00,16-01-20 6:19,Jaipur,417,IDENTITY THEFT,43,F,UNKNOWN,Violent Crime,15,No,,0,,Adult
368,369,2020-01-19 05:00:00,2020-01-16 08:00:00,16-01-20 11:57,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,No,,0,,Middle Aged
370,371,2020-01-19 02:00:00,2020-01-16 10:00:00,17-01-20 8:59,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,No,,0,,Senior
371,372,2020-01-17 17:00:00,2020-01-16 11:00:00,17-01-20 6:35,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,No,,0,,Adult
372,373,2020-01-17 07:00:00,2020-01-16 12:00:00,16-01-20 21:32,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,8,No,,0,,Young Adult
373,374,2020-01-19 08:00:00,2020-01-16 13:00:00,16-01-20 13:15,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,Yes,2020-02-25 08:00:00,1,37.0,Adult
374,375,2020-01-18 07:00:00,2020-01-16 14:00:00,16-01-20 20:37,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,11,No,,0,,Young Adult
375,376,2020-01-19 11:00:00,2020-01-16 15:00:00,17-01-20 4:29,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,Yes,2020-03-31 11:00:00,1,72.0,Young Adult
377,378,2020-01-17 19:00:00,2020-01-16 17:00:00,17-01-20 11:31,Mumbai,103,BURGLARY,27,F,UNKNOWN,Other Crime,12,Yes,2020-11-06 19:00:00,1,294.0,Young Adult
378,379,2020-01-19 16:00:00,2020-01-16 18:00:00,17-01-20 0:53,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,8,No,,0,,Young Adult
379,380,2020-01-17 00:00:00,2020-01-16 19:00:00,17-01-20 14:11,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,Yes,2020-11-04 00:00:00,1,292.0,Adult
380,381,2020-01-19 04:00:00,2020-01-16 20:00:00,16-01-20 20:42,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,2020-12-02 04:00:00,1,318.0,Senior
381,382,2020-01-17 10:00:00,2020-01-16 21:00:00,17-01-20 10:33,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,Yes,2020-01-04 10:00:00,1,-13.0,Senior
382,383,2020-01-17 22:00:00,2020-01-16 22:00:00,17-01-20 8:06,Kanpur,102,SEXUAL ASSAULT,38,F,Other,Violent Crime,18,No,,0,,Adult
383,384,2020-01-19 15:00:00,2020-01-16 23:00:00,17-01-20 2:48,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,No,,0,,Senior
385,386,2020-01-19 20:00:00,2020-01-17 01:00:00,17-01-20 6:21,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,11,No,,0,,Adult
386,387,2020-01-19 11:00:00,2020-01-17 02:00:00,17-01-20 23:14,Indore,210,COUNTERFEITING,13,F,Poison,Other Crime,17,No,,0,,Minor
387,388,2020-01-19 16:00:00,2020-01-17 03:00:00,18-01-20 1:17,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,Yes,2020-01-24 16:00:00,1,5.0,Middle Aged
388,389,2020-01-17 20:00:00,2020-01-17 04:00:00,17-01-20 6:55,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,2020-09-04 20:00:00,1,231.0,Senior
390,391,2020-01-20 02:00:00,2020-01-17 06:00:00,17-01-20 7:59,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,19,No,,0,,Middle Aged
391,392,2020-01-19 12:00:00,2020-01-17 07:00:00,17-01-20 17:42,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,2020-10-03 12:00:00,1,258.0,Middle Aged
394,395,2020-01-17 21:00:00,2020-01-17 10:00:00,17-01-20 22:19,Ahmedabad,324,SHOPLIFTING,65,F,Other,Other Crime,4,No,,0,,Senior
395,396,2020-01-18 17:00:00,2020-01-17 11:00:00,18-01-20 1:40,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,Violent Crime,8,No,,0,,Adult
397,398,2020-01-19 15:00:00,2020-01-17 13:00:00,18-01-20 0:41,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,Yes,2020-02-27 15:00:00,1,39.0,Senior
398,399,2020-01-17 20:00:00,2020-01-17 14:00:00,18-01-20 4:02,Kanpur,378,COUNTERFEITING,19,F,Explosives,Other Crime,1,No,,0,,Young Adult
399,400,2020-01-19 22:00:00,2020-01-17 15:00:00,18-01-20 9:27,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,19,No,,0,,Senior
400,401,2020-01-18 16:00:00,2020-01-17 16:00:00,17-01-20 19:49,Meerut,567,DRUG OFFENSE,66,F,Knife,Other Crime,3,No,,0,,Senior
401,402,2020-01-18 05:00:00,2020-01-17 17:00:00,18-01-20 3:18,Agra,169,BURGLARY,36,F,UNKNOWN,Other Crime,12,Yes,2020-04-29 05:00:00,1,102.0,Adult
403,404,2020-01-17 20:00:00,2020-01-17 19:00:00,18-01-20 15:11,Varanasi,280,IDENTITY THEFT,77,F,Explosives,Violent Crime,6,No,,0,,Senior
404,405,2020-01-19 10:00:00,2020-01-17 20:00:00,18-01-20 0:27,Pune,456,IDENTITY THEFT,38,F,UNKNOWN,Violent Crime,9,Yes,2020-03-31 10:00:00,1,72.0,Adult
405,406,2020-01-19 01:00:00,2020-01-17 21:00:00,18-01-20 1:42,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,Yes,2020-03-25 01:00:00,1,66.0,Minor
407,408,2020-01-18 17:00:00,2020-01-17 23:00:00,18-01-20 16:06,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,Yes,2020-04-14 17:00:00,1,87.0,Middle Aged
409,410,2020-01-20 09:00:00,2020-01-18 01:00:00,18-01-20 10:38,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,Yes,2020-04-13 09:00:00,1,84.0,Middle Aged
412,413,2020-01-20 02:00:00,2020-01-18 04:00:00,18-01-20 21:47,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,Yes,2020-02-19 02:00:00,1,30.0,Middle Aged
413,414,2020-01-19 19:00:00,2020-01-18 05:00:00,19-01-20 1:23,Delhi,267,FRAUD,30,F,UNKNOWN,Other Crime,14,No,,0,,Young Adult
414,415,2020-01-20 09:00:00,2020-01-18 06:00:00,18-01-20 7:58,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,Yes,2020-03-31 09:00:00,1,71.0,Middle Aged
415,416,2020-01-21 02:00:00,2020-01-18 07:00:00,18-01-20 19:33,Ahmedabad,481,COUNTERFEITING,23,F,Knife,Other Crime,10,No,,0,,Young Adult
