,report_number,date_reported,date_of_occurrence,city,crime_domain,crime_description,victim_age,victim_age_group,victim_gender,weapon_used,police_deployed,case_closed_flag,case_resolution_days
189,190,2020-11-01 05:00:00,2020-01-08 21:00:00,Chennai,Other Crime,CYBERCRIME,44,Adult,M,Explosives,15,1,31.0
190,191,2020-09-01 15:00:00,2020-01-08 22:00:00,Chennai,Other Crime,KIDNAPPING,63,Senior,F,Knife,9,0,
191,192,2020-09-01 02:00:00,2020-01-08 23:00:00,Delhi,Violent Crime,IDENTITY THEFT,18,Young Adult,M,Blunt Object,11,1,-225.0
192,193,2020-10-01 20:00:00,2020-01-09 00:00:00,Ghaziabad,Other Crime,PUBLIC INTOXICATION,19,Young Adult,F,UNKNOWN,3,0,
193,194,2020-09-01 09:00:00,2020-01-09 01:00:00,Jaipur,Violent Crime,DOMESTIC VIOLENCE,49,Middle Aged,M,UNKNOWN,12,1,-90.0
194,195,2020-11-01 16:00:00,2020-01-09 02:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,33,Adult,F,Poison,12,0,
195,196,2020-10-01 04:00:00,2020-01-09 03:00:00,Lucknow,Violent Crime,DOMESTIC VIOLENCE,56,Middle Aged,M,Other,4,1,-230.0
196,197,2020-10-01 10:00:00,2020-01-09 04:00:00,Ahmedabad,Other Crime,PUBLIC INTOXICATION,32,Adult,M,Explosives,1,1,-251.0
197,198,2020-11-01 17:00:00,2020-01-09 05:00:00,Hyderabad,Other Crime,EXTORTION,25,Young Adult,F,Explosives,10,1,-284.0
198,199,2020-10-01 09:00:00,2020-01-09 06:00:00,Delhi,Fire Accident,ARSON,62,Senior,F,Firearm,3,0,
199,200,2020-11-01 13:00:00,2020-01-09 07:00:00,Nashik,Other Crime,HOMICIDE,56,Middle Aged,F,Blunt Object,4,0,
200,201,2020-11-01 23:00:00,2020-01-09 08:00:00,Srinagar,Other Crime,COUNTERFEITING,27,Young Adult,F,Blunt Object,8,1,-183.0
201,202,2020-12-01 08:00:00,2020-01-09 09:00:00,Nagpur,Other Crime,FRAUD,63,Senior,M,Explosives,13,0,
202,203,2020-10-01 04:00:00,2020-01-09 10:00:00,Mumbai,Other Crime,DRUG OFFENSE,34,Adult,F,Blunt Object,2,1,-200.0
203,204,2020-11-01 16:00:00,2020-01-09 11:00:00,Lucknow,Other Crime,KIDNAPPING,16,Minor,F,Firearm,5,1,-232.0
204,205,2020-11-01 04:00:00,2020-01-09 12:00:00,Hyderabad,Other Crime,SHOPLIFTING,59,Middle Aged,F,Other,13,1,-243.0
205,206,2020-09-01 22:00:00,2020-01-09 13:00:00,Thane,Violent Crime,VEHICLE - STOLEN,44,Adult,F,UNKNOWN,7,1,-185.0
206,207,2020-11-01 08:00:00,2020-01-09 14:00:00,Bangalore,Other Crime,COUNTERFEITING,21,Young Adult,F,Blunt Object,3,1,-30.0
207,208,2020-09-01 19:00:00,2020-01-09 15:00:00,Patna,Violent Crime,ASSAULT,59,Middle Aged,M,UNKNOWN,2,0,
208,209,2020-10-01 11:00:00,2020-01-09 16:00:00,Hyderabad,Other Crime,EXTORTION,41,Adult,F,Explosives,17,0,
209,210,2020-12-01 03:00:00,2020-01-09 17:00:00,Kolkata,Other Crime,PUBLIC INTOXICATION,43,Adult,F,Knife,18,1,-322.0
210,211,2020-11-01 10:00:00,2020-01-09 18:00:00,Bhopal,Other Crime,COUNTERFEITING,15,Minor,M,Explosives,6,0,
211,212,2020-10-01 00:00:00,2020-01-09 19:00:00,Delhi,Fire Accident,FIREARM OFFENSE,34,Adult,M,Blunt Object,17,0,
212,213,2020-11-01 23:00:00,2020-01-09 20:00:00,Kolkata,Violent Crime,IDENTITY THEFT,19,Young Adult,F,Firearm,6,1,-285.0
213,214,2020-11-01 05:00:00,2020-01-09 21:00:00,Bangalore,Violent Crime,VEHICLE - STOLEN,73,Senior,M,Explosives,13,1,-233.0
214,215,2020-11-01 16:00:00,2020-01-09 22:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,44,Adult,M,Explosives,1,1,69.0
215,216,2020-10-01 16:00:00,2020-01-09 23:00:00,Ahmedabad,Other Crime,SHOPLIFTING,14,Minor,F,Knife,18,0,
216,217,2020-12-01 18:00:00,2020-01-10 00:00:00,Kolkata,Other Crime,COUNTERFEITING,73,Senior,M,UNKNOWN,2,1,-282.0
217,218,2020-11-01 15:00:00,2020-01-10 01:00:00,Surat,Other Crime,FRAUD,49,Middle Aged,F,Other,18,0,
218,219,2020-12-01 20:00:00,2020-01-10 02:00:00,Pune,Traffic Fatality,TRAFFIC VIOLATION,61,Senior,M,Other,10,0,
219,220,2020-12-01 11:00:00,2020-01-10 03:00:00,Nagpur,Other Crime,BURGLARY,68,Senior,F,Knife,18,0,
220,221,2020-10-01 23:00:00,2020-01-10 04:00:00,Kolkata,Violent Crime,VEHICLE - STOLEN,24,Young Adult,F,UNKNOWN,1,1,-229.0
221,222,2020-11-01 08:00:00,2020-01-10 05:00:00,Ludhiana,Other Crime,KIDNAPPING,69,Senior,F,Poison,7,1,-284.0
222,223,2020-11-01 21:00:00,2020-01-10 06:00:00,Bangalore,Other Crime,FRAUD,55,Middle Aged,F,Poison,11,0,
223,224,2020-12-01 21:00:00,2020-01-10 07:00:00,Chennai,Violent Crime,ROBBERY,49,Middle Aged,F,Knife,19,1,-331.0
224,225,2020-10-01 19:00:00,2020-01-10 08:00:00,Bangalore,Other Crime,CYBERCRIME,40,Adult,F,Firearm,5,1,-271.0
225,226,2020-10-01 15:00:00,2020-01-10 09:00:00,Surat,Other Crime,HOMICIDE,51,Middle Aged,F,Explosives,8,0,
226,227,2020-12-01 16:00:00,2020-01-10 10:00:00,Mumbai,Other Crime,VANDALISM,35,Adult,F,Poison,15,1,-260.0
227,228,2020-10-01 16:00:00,2020-01-10 11:00:00,Pune,Other Crime,COUNTERFEITING,65,Senior,F,Blunt Object,6,0,
228,229,2020-01-13 05:00:00,2020-01-10 12:00:00,Jaipur,Violent Crime,VEHICLE - STOLEN,61,Senior,F,Other,18,1,43.0
229,230,2020-11-01 00:00:00,2020-01-10 13:00:00,Ahmedabad,Other Crime,VANDALISM,35,Adult,M,Poison,8,0,
230,231,2020-12-01 23:00:00,2020-01-10 14:00:00,Pune,Violent Crime,IDENTITY THEFT,45,Adult,M,Blunt Object,1,0,
231,232,2020-12-01 15:00:00,2020-01-10 15:00:00,Patna,Fire Accident,ARSON,32,Adult,F,UNKNOWN,12,1,-290.0
232,233,2020-12-01 17:00:00,2020-01-10 16:00:00,Mumbai,Other Crime,HOMICIDE,11,Minor,F,Other,9,0,
233,234,2020-11-01 17:00:00,2020-01-10 17:00:00,Kolkata,Violent Crime,ASSAULT,40,Adult,M,Poison,14,0,
234,235,2020-12-01 21:00:00,2020-01-10 18:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,23,Young Adult,F,Firearm,19,1,-322.0
235,236,2020-01-13 02:00:00,2020-01-10 19:00:00,Ludhiana,Fire Accident,ARSON,14,Minor,M,Poison,12,1,173.0
236,237,2020-12-01 13:00:00,2020-01-10 20:00:00,Visakhapatnam,Other Crime,CYBERCRIME,23,Young Adult,M,Other,7,0,
237,238,2020-12-01 02:00:00,2020-01-10 21:00:00,Chennai,Other Crime,CYBERCRIME,35,Adult,M,Knife,4,0,
238,239,2020-12-01 17:00:00,2020-01-10 22:00:00,Delhi,Fire Accident,FIREARM OFFENSE,65,Senior,M,Knife,15,0,
239,240,2020-11-01 11:00:00,2020-01-10 23:00:00,Hyderabad,Fire Accident,FIREARM OFFENSE,51,Middle Aged,F,Knife,13,0,
240,241,2020-12-01 14:00:00,2020-01-11 00:00:00,Mumbai,Other Crime,COUNTERFEITING,35,Adult,F,Other,17,0,
241,242,2020-11-01 08:00:00,2020-01-11 01:00:00,Bangalore,Other Crime,VANDALISM,59,Middle Aged,F,Blunt Object,1,1,31.0
242,243,2020-12-01 01:00:00,2020-01-11 02:00:00,Pune,Other Crime,FRAUD,48,Middle Aged,F,Knife,4,1,-180.0
243,244,2020-01-13 22:00:00,2020-01-11 03:00:00,Kalyan,Violent Crime,SEXUAL ASSAULT,18,Young Adult,F,Poison,19,1,221.0
244,245,2020-01-13 00:00:00,2020-01-11 04:00:00,Nagpur,Violent Crime,ROBBERY,58,Middle Aged,F,Firearm,17,1,166.0
245,246,2020-11-01 21:00:00,2020-01-11 05:00:00,Kolkata,Other Crime,ILLEGAL POSSESSION,65,Senior,F,Knife,7,0,
246,247,2020-01-13 11:00:00,2020-01-11 06:00:00,Nagpur,Other Crime,EXTORTION,38,Adult,F,Blunt Object,6,1,71.0
247,248,2020-01-14 03:00:00,2020-01-11 07:00:00,Ahmedabad,Violent Crime,IDENTITY THEFT,77,Senior,F,Explosives,13,1,45.0
248,249,2020-01-13 23:00:00,2020-01-11 08:00:00,Thane,Violent Crime,DOMESTIC VIOLENCE,70,Senior,F,Explosives,8,1,73.0
249,250,2020-01-13 22:00:00,2020-01-11 09:00:00,Nagpur,Other Crime,EXTORTION,11,Minor,F,Other,17,1,10.0
250,251,2020-01-14 07:00:00,2020-01-11 10:00:00,Delhi,Fire Accident,FIREARM OFFENSE,45,Adult,F,Other,13,0,
251,252,2020-01-13 05:00:00,2020-01-11 11:00:00,Thane,Other Crime,SHOPLIFTING,71,Senior,F,Firearm,3,1,78.0
252,253,2020-12-01 03:00:00,2020-01-11 12:00:00,Hyderabad,Traffic Fatality,TRAFFIC VIOLATION,11,Minor,M,Other,10,1,-182.0
253,254,2020-12-01 18:00:00,2020-01-11 13:00:00,Nashik,Other Crime,ILLEGAL POSSESSION,39,Adult,M,UNKNOWN,3,1,-316.0
254,255,2020-01-14 10:00:00,2020-01-11 14:00:00,Meerut,Fire Accident,FIREARM OFFENSE,68,Senior,M,Explosives,18,0,
255,256,2020-01-13 17:00:00,2020-01-11 15:00:00,Kolkata,Other Crime,PUBLIC INTOXICATION,76,Senior,M,Explosives,9,1,7.0
256,257,2020-12-01 13:00:00,2020-01-11 16:00:00,Hyderabad,Other Crime,EXTORTION,47,Middle Aged,M,Blunt Object,4,1,-60.0
257,258,2020-11-01 19:00:00,2020-01-11 17:00:00,Ahmedabad,Violent Crime,IDENTITY THEFT,22,Young Adult,F,Other,18,0,
258,259,2020-12-01 22:00:00,2020-01-11 18:00:00,Mumbai,Other Crime,EXTORTION,33,Adult,M,Poison,8,1,-301.0
259,260,2020-01-13 07:00:00,2020-01-11 19:00:00,Indore,Other Crime,KIDNAPPING,55,Middle Aged,F,Firearm,11,0,
260,261,2020-12-01 20:00:00,2020-01-11 20:00:00,Chennai,Other Crime,BURGLARY,11,Minor,F,UNKNOWN,7,1,-187.0
261,262,2020-12-01 22:00:00,2020-01-11 21:00:00,Ghaziabad,Other Crime,COUNTERFEITING,49,Middle Aged,M,Blunt Object,13,1,-182.0
262,263,2020-12-01 20:00:00,2020-01-11 22:00:00,Kolkata,Violent Crime,IDENTITY THEFT,56,Middle Aged,F,Poison,12,0,
263,264,2020-01-13 22:00:00,2020-01-11 23:00:00,Kanpur,Violent Crime,SEXUAL ASSAULT,69,Senior,F,Knife,11,1,340.0
264,265,2020-12-01 17:00:00,2020-01-12 00:00:00,Visakhapatnam,Other Crime,COUNTERFEITING,79,Senior,F,Blunt Object,14,1,-284.0
265,266,2020-12-01 12:00:00,2020-01-12 01:00:00,Chennai,Violent Crime,IDENTITY THEFT,17,Minor,F,Explosives,19,0,
266,267,2020-01-13 16:00:00,2020-01-12 02:00:00,Nagpur,Other Crime,ILLEGAL POSSESSION,71,Senior,F,Explosives,6,0,
267,268,2020-01-14 10:00:00,2020-01-12 03:00:00,Kanpur,Other Crime,KIDNAPPING,16,Minor,F,Knife,8,1,10.0
268,269,2020-12-01 14:00:00,2020-01-12 04:00:00,Surat,Violent Crime,ROBBERY,71,Senior,M,Other,10,0,
269,270,2020-01-15 00:00:00,2020-01-12 05:00:00,Srinagar,Other Crime,SHOPLIFTING,50,Middle Aged,M,Explosives,11,1,44.0
270,271,2020-01-13 08:00:00,2020-01-12 06:00:00,Indore,Other Crime,DRUG OFFENSE,38,Adult,M,Blunt Object,8,0,
271,272,2020-01-14 20:00:00,2020-01-12 07:00:00,Hyderabad,Other Crime,PUBLIC INTOXICATION,39,Adult,F,Knife,3,1,140.0
272,273,2020-01-13 00:00:00,2020-01-12 08:00:00,Delhi,Violent Crime,IDENTITY THEFT,36,Adult,M,Other,3,0,
273,274,2020-01-14 04:00:00,2020-01-12 09:00:00,Bangalore,Violent Crime,VEHICLE - STOLEN,56,Middle Aged,F,UNKNOWN,6,0,
274,275,2020-01-14 05:00:00,2020-01-12 10:00:00,Bhopal,Traffic Fatality,TRAFFIC VIOLATION,78,Senior,M,Blunt Object,16,0,
275,276,2020-01-14 16:00:00,2020-01-12 11:00:00,Ahmedabad,Violent Crime,ASSAULT,21,Young Adult,M,Other,1,0,
276,277,2020-12-01 23:00:00,2020-01-12 12:00:00,Indore,Violent Crime,ASSAULT,10,Minor,F,Poison,14,0,
277,278,2020-01-15 05:00:00,2020-01-12 13:00:00,Bhopal,Traffic Fatality,TRAFFIC VIOLATION,44,Adult,F,Knife,7,0,
278,279,2020-01-14 09:00:00,2020-01-12 14:00:00,Chennai,Traffic Fatality,TRAFFIC VIOLATION,58,Middle Aged,M,Knife,8,1,16.0
279,280,2020-01-13 05:00:00,2020-01-12 15:00:00,Ludhiana,Other Crime,KIDNAPPING,45,Adult,F,Blunt Object,18,1,173.0
280,281,2020-01-15 11:00:00,2020-01-12 16:00:00,Srinagar,Fire Accident,FIREARM OFFENSE,12,Minor,F,Poison,3,0,
281,282,2020-01-13 12:00:00,2020-01-12 17:00:00,Ludhiana,Other Crime,FRAUD,62,Senior,F,Other,2,1,61.0
282,283,2020-01-13 03:00:00,2020-01-12 18:00:00,Ludhiana,Other Crime,BURGLARY,48,Middle Aged,F,Blunt Object,7,0,
283,284,2020-01-14 19:00:00,2020-01-12 19:00:00,Mumbai,Fire Accident,ARSON,55,Middle Aged,F,UNKNOWN,5,1,74.0
284,285,2020-01-14 12:00:00,2020-01-12 20:00:00,Indore,Violent Crime,ASSAULT,70,Senior,F,Blunt Object,6,0,
285,286,2020-01-15 04:00:00,2020-01-12 21:00:00,Mumbai,Other Crime,SHOPLIFTING,38,Adult,M,Other,11,1,70.0
286,287,2020-01-13 00:00:00,2020-01-12 22:00:00,Pune,Violent Crime,VEHICLE - STOLEN,12,Minor,F,Explosives,3,1,-11.0
287,288,2020-01-14 15:00:00,2020-01-12 23:00:00,Bangalore,Violent Crime,IDENTITY THEFT,30,Young Adult,F,Firearm,9,1,75.0
288,289,2020-01-14 08:00:00,2020-01-13 00:00:00,Chennai,Other Crime,ILLEGAL POSSESSION,25,Young Adult,F,Blunt Object,3,1,11.0
289,290,2020-01-15 11:00:00,2020-01-13 01:00:00,Ahmedabad,Other Crime,EXTORTION,22,Young Adult,F,Other,9,0,
290,291,2020-01-13 23:00:00,2020-01-13 02:00:00,Chennai,Other Crime,SHOPLIFTING,69,Senior,F,Explosives,15,0,
291,292,2020-01-15 23:00:00,2020-01-13 03:00:00,Chennai,Other Crime,BURGLARY,31,Adult,F,Poison,16,0,
292,293,2020-01-14 22:00:00,2020-01-13 04:00:00,Thane,Other Crime,BURGLARY,59,Middle Aged,M,Poison,9,0,
293,294,2020-01-14 17:00:00,2020-01-13 05:00:00,Chennai,Violent Crime,ASSAULT,51,Middle Aged,F,Blunt Object,4,1,170.0
294,295,2020-01-15 15:00:00,2020-01-13 06:00:00,Bangalore,Violent Crime,DOMESTIC VIOLENCE,48,Middle Aged,M,Poison,6,1,170.0
295,296,2020-01-13 17:00:00,2020-01-13 07:00:00,Kolkata,Other Crime,VANDALISM,62,Senior,M,Other,4,1,12.0
296,297,2020-01-13 20:00:00,2020-01-13 08:00:00,Delhi,Traffic Fatality,TRAFFIC VIOLATION,50,Middle Aged,M,Explosives,5,0,
297,298,2020-01-15 06:00:00,2020-01-13 09:00:00,Kolkata,Violent Crime,IDENTITY THEFT,32,Adult,M,Explosives,19,1,11.0
298,299,2020-01-15 07:00:00,2020-01-13 10:00:00,Srinagar,Violent Crime,SEXUAL ASSAULT,40,Adult,F,Other,1,0,
299,300,2020-01-15 07:00:00,2020-01-13 11:00:00,Nagpur,Violent Crime,ROBBERY,55,Middle Aged,F,Blunt Object,7,1,110.0
300,301,2020-01-16 08:00:00,2020-01-13 12:00:00,Jaipur,Violent Crime,IDENTITY THEFT,64,Senior,M,UNKNOWN,6,0,
301,302,2020-01-16 01:00:00,2020-01-13 13:00:00,Chennai,Fire Accident,ARSON,59,Middle Aged,F,UNKNOWN,12,1,232.0
302,303,2020-01-13 16:00:00,2020-01-13 14:00:00,Kanpur,Violent Crime,DOMESTIC VIOLENCE,12,Minor,F,Blunt Object,4,0,
303,304,2020-01-15 00:00:00,2020-01-13 15:00:00,Kalyan,Other Crime,PUBLIC INTOXICATION,30,Young Adult,F,UNKNOWN,11,1,2.0
304,305,2020-01-13 22:00:00,2020-01-13 16:00:00,Pune,Traffic Fatality,TRAFFIC VIOLATION,13,Minor,F,Knife,13,1,8.0
305,306,2020-01-14 05:00:00,2020-01-13 17:00:00,Faridabad,Fire Accident,FIREARM OFFENSE,27,Young Adult,M,Poison,19,0,
306,307,2020-01-14 01:00:00,2020-01-13 18:00:00,Kanpur,Traffic Fatality,TRAFFIC VIOLATION,50,Middle Aged,F,Firearm,3,1,1.0
307,308,2020-01-15 03:00:00,2020-01-13 19:00:00,Indore,Other Crime,COUNTERFEITING,66,Senior,F,Other,5,0,
308,309,2020-01-14 12:00:00,2020-01-13 20:00:00,Bangalore,Violent Crime,SEXUAL ASSAULT,26,Young Adult,M,Firearm,12,1,632.0
309,310,2020-01-15 17:00:00,2020-01-13 21:00:00,Ahmedabad,Violent Crime,DOMESTIC VIOLENCE,35,Adult,F,Poison,9,1,15.0
310,311,2020-01-16 17:00:00,2020-01-13 22:00:00,Delhi,Other Crime,DRUG OFFENSE,29,Young Adult,F,UNKNOWN,6,1,79.0
311,312,2020-01-15 22:00:00,2020-01-13 23:00:00,Kolkata,Fire Accident,ARSON,32,Adult,F,Firearm,11,0,
312,313,2020-01-15 00:00:00,2020-01-14 00:00:00,Bangalore,Other Crime,DRUG OFFENSE,37,Adult,F,Firearm,13,0,
313,314,2020-01-15 01:00:00,2020-01-14 01:00:00,Bangalore,Violent Crime,ASSAULT,18,Young Adult,F,Firearm,6,0,
314,315,2020-01-16 04:00:00,2020-01-14 02:00:00,Kanpur,Other Crime,BURGLARY,60,Middle Aged,M,Poison,1,1,99.0
315,316,2020-01-14 20:00:00,2020-01-14 03:00:00,Delhi,Other Crime,BURGLARY,42,Adult,M,Other,11,1,-7.0
316,317,2020-01-14 13:00:00,2020-01-14 04:00:00,Mumbai,Violent Crime,DOMESTIC VIOLENCE,42,Adult,F,Knife,1,1,9.0
317,318,2020-01-15 07:00:00,2020-01-14 05:00:00,Nashik,Other Crime,COUNTERFEITING,67,Senior,M,UNKNOWN,5,0,
318,319,2020-01-15 10:00:00,2020-01-14 06:00:00,Lucknow,Other Crime,VANDALISM,79,Senior,F,Other,13,0,
319,320,2020-01-16 01:00:00,2020-01-14 07:00:00,Bangalore,Fire Accident,ARSON,41,Adult,M,Knife,2,0,
320,321,2020-01-16 07:00:00,2020-01-14 08:00:00,Pune,Other Crime,FRAUD,45,Adult,M,Poison,7,0,
321,322,2020-01-15 16:00:00,2020-01-14 09:00:00,Kolkata,Traffic Fatality,TRAFFIC VIOLATION,62,Senior,M,UNKNOWN,18,1,13.0
322,323,2020-01-15 14:00:00,2020-01-14 10:00:00,Bangalore,Fire Accident,ARSON,64,Senior,F,Explosives,18,0,
323,324,2020-01-15 23:00:00,2020-01-14 11:00:00,Mumbai,Other Crime,FRAUD,67,Senior,M,Knife,6,0,
324,325,2020-01-17 07:00:00,2020-01-14 12:00:00,Bangalore,Other Crime,SHOPLIFTING,67,Senior,F,Explosives,6,1,14.0
325,326,2020-01-17 07:00:00,2020-01-14 13:00:00,Visakhapatnam,Other Crime,VANDALISM,45,Adult,F,Explosives,9,0,
326,327,2020-01-16 01:00:00,2020-01-14 14:00:00,Patna,Violent Crime,ROBBERY,53,Middle Aged,F,Poison,15,0,
327,328,2020-01-14 17:00:00,2020-01-14 15:00:00,Bangalore,Other Crime,BURGLARY,68,Senior,M,Firearm,6,0,
328,329,2020-01-15 07:00:00,2020-01-14 16:00:00,Mumbai,Fire Accident,ARSON,70,Senior,M,Knife,7,0,
329,330,2020-01-17 16:00:00,2020-01-14 17:00:00,Surat,Other Crime,DRUG OFFENSE,42,Adult,F,Other,5,1,37.0
330,331,2020-01-16 00:00:00,2020-01-14 18:00:00,Delhi,Fire Accident,ARSON,15,Minor,F,Poison,18,1,69.0
331,332,2020-01-15 16:00:00,2020-01-14 19:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,57,Middle Aged,M,Knife,17,1,261.0
332,333,2020-01-15 07:00:00,2020-01-14 20:00:00,Mumbai,Other Crime,COUNTERFEITING,70,Senior,M,Explosives,14,1,323.0
333,334,2020-01-16 20:00:00,2020-01-14 21:00:00,Hyderabad,Other Crime,VANDALISM,42,Adult,M,UNKNOWN,8,0,
334,335,2020-01-16 01:00:00,2020-01-14 22:00:00,Bangalore,Other Crime,SHOPLIFTING,77,Senior,F,Poison,1,0,
335,336,2020-01-15 02:00:00,2020-01-14 23:00:00,Ahmedabad,Other Crime,SHOPLIFTING,40,Adult,F,UNKNOWN,5,1,322.0
336,337,2020-01-15 19:00:00,2020-01-15 00:00:00,Delhi,Other Crime,COUNTERFEITING,53,Middle Aged,F,Other,7,0,
337,338,2020-01-17 22:00:00,2020-01-15 01:00:00,Faridabad,Violent Crime,SEXUAL ASSAULT,21,Young Adult,M,Other,12,1,227.0
338,339,2020-01-16 06:00:00,2020-01-15 02:00:00,Kanpur,Violent Crime,DOMESTIC VIOLENCE,64,Senior,F,UNKNOWN,6,1,60.0
339,340,2020-01-15 20:00:00,2020-01-15 03:00:00,Ahmedabad,Other Crime,PUBLIC INTOXICATION,36,Adult,F,Knife,13,1,169.0
340,341,2020-01-17 08:00:00,2020-01-15 04:00:00,Pune,Violent Crime,ROBBERY,14,Minor,F,Knife,12,1,178.0
341,342,2020-01-15 07:00:00,2020-01-15 05:00:00,Delhi,Other Crime,KIDNAPPING,30,Young Adult,F,Blunt Object,10,0,
342,343,2020-01-16 23:00:00,2020-01-15 06:00:00,Pune,Other Crime,CYBERCRIME,46,Middle Aged,M,Firearm,16,1,74.0
343,344,2020-01-16 06:00:00,2020-01-15 07:00:00,Ghaziabad,Violent Crime,ASSAULT,48,Middle Aged,F,UNKNOWN,3,1,323.0
344,345,2020-01-15 14:00:00,2020-01-15 08:00:00,Meerut,Violent Crime,SEXUAL ASSAULT,60,Middle Aged,F,Firearm,19,0,
345,346,2020-01-17 18:00:00,2020-01-15 09:00:00,Delhi,Other Crime,BURGLARY,11,Minor,M,Firearm,13,0,
346,347,2020-01-17 10:00:00,2020-01-15 10:00:00,Mumbai,Violent Crime,DOMESTIC VIOLENCE,76,Senior,F,Other,14,0,
347,348,2020-01-17 06:00:00,2020-01-15 11:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,55,Middle Aged,M,Knife,13,1,27.0
348,349,2020-01-17 15:00:00,2020-01-15 12:00:00,Lucknow,Traffic Fatality,TRAFFIC VIOLATION,17,Minor,F,UNKNOWN,19,0,
349,350,2020-01-16 10:00:00,2020-01-15 13:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,50,Middle Aged,F,Poison,7,1,230.0
350,351,2020-01-18 01:00:00,2020-01-15 14:00:00,Pune,Violent Crime,VEHICLE - STOLEN,73,Senior,F,Firearm,2,0,
351,352,2020-01-15 19:00:00,2020-01-15 15:00:00,Mumbai,Other Crime,CYBERCRIME,44,Adult,F,Blunt Object,11,1,41.0
352,353,2020-01-16 09:00:00,2020-01-15 16:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,64,Senior,F,Explosives,12,1,169.0
353,354,2020-01-16 12:00:00,2020-01-15 17:00:00,Vasai,Other Crime,EXTORTION,78,Senior,F,Explosives,12,1,64.0
354,355,2020-01-16 19:00:00,2020-01-15 18:00:00,Nashik,Other Crime,HOMICIDE,54,Middle Aged,F,Other,8,0,
355,356,2020-01-18 02:00:00,2020-01-15 19:00:00,Pune,Other Crime,BURGLARY,25,Young Adult,F,Poison,19,0,
356,357,2020-01-18 06:00:00,2020-01-15 20:00:00,Delhi,Other Crime,CYBERCRIME,44,Adult,M,Knife,11,0,
357,358,2020-01-17 22:00:00,2020-01-15 21:00:00,Lucknow,Other Crime,DRUG OFFENSE,12,Minor,F,Firearm,2,0,
358,359,2020-01-16 20:00:00,2020-01-15 22:00:00,Lucknow,Violent Crime,ASSAULT,31,Adult,F,Other,3,1,78.0
359,360,2020-01-17 03:00:00,2020-01-15 23:00:00,Kolkata,Other Crime,BURGLARY,14,Minor,F,Explosives,2,1,322.0
360,361,2020-01-17 17:00:00,2020-01-16 00:00:00,Meerut,Other Crime,ILLEGAL POSSESSION,14,Minor,M,Knife,9,0,
361,362,2020-01-17 17:00:00,2020-01-16 01:00:00,Ludhiana,Other Crime,CYBERCRIME,26,Young Adult,F,Poison,17,1,76.0
362,363,2020-01-17 18:00:00,2020-01-16 02:00:00,Jaipur,Other Crime,ILLEGAL POSSESSION,51,Middle Aged,F,Firearm,6,0,
363,364,2020-01-17 04:00:00,2020-01-16 03:00:00,Nagpur,Other Crime,KIDNAPPING,11,Minor,F,UNKNOWN,16,0,
364,365,2020-01-19 02:00:00,2020-01-16 04:00:00,Jaipur,Violent Crime,IDENTITY THEFT,43,Adult,F,UNKNOWN,15,0,
365,366,2020-01-16 21:00:00,2020-01-16 05:00:00,Nagpur,Other Crime,FRAUD,69,Senior,M,UNKNOWN,14,0,
366,367,2020-01-16 19:00:00,2020-01-16 06:00:00,Nashik,Other Crime,ILLEGAL POSSESSION,59,Middle Aged,M,Knife,13,0,
367,368,2020-01-16 08:00:00,2020-01-16 07:00:00,Chennai,Other Crime,KIDNAPPING,31,Adult,M,UNKNOWN,15,0,
368,369,2020-01-19 05:00:00,2020-01-16 08:00:00,Indore,Other Crime,ILLEGAL POSSESSION,46,Middle Aged,F,Explosives,7,0,
369,370,2020-01-19 04:00:00,2020-01-16 09:00:00,Bangalore,Other Crime,COUNTERFEITING,28,Young Adult,M,Poison,19,1,70.0
370,371,2020-01-19 02:00:00,2020-01-16 10:00:00,Ghaziabad,Other Crime,EXTORTION,62,Senior,F,Knife,19,0,
371,372,2020-01-17 17:00:00,2020-01-16 11:00:00,Delhi,Fire Accident,FIREARM OFFENSE,36,Adult,F,Knife,15,0,
372,373,2020-01-17 07:00:00,2020-01-16 12:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,24,Young Adult,F,Blunt Object,8,0,
373,374,2020-01-19 08:00:00,2020-01-16 13:00:00,Meerut,Violent Crime,DOMESTIC VIOLENCE,36,Adult,F,Other,8,1,37.0
374,375,2020-01-18 07:00:00,2020-01-16 14:00:00,Delhi,Other Crime,DRUG OFFENSE,28,Young Adult,F,Other,11,0,
375,376,2020-01-19 11:00:00,2020-01-16 15:00:00,Lucknow,Other Crime,BURGLARY,29,Young Adult,F,Blunt Object,19,1,72.0
376,377,2020-01-16 23:00:00,2020-01-16 16:00:00,Indore,Other Crime,BURGLARY,44,Adult,M,Blunt Object,18,1,90.0
377,378,2020-01-17 19:00:00,2020-01-16 17:00:00,Mumbai,Other Crime,BURGLARY,27,Young Adult,F,UNKNOWN,12,1,294.0
378,379,2020-01-19 16:00:00,2020-01-16 18:00:00,Delhi,Other Crime,DRUG OFFENSE,19,Young Adult,F,Knife,8,0,
